site_id,lat,lon,AI,regime,observed_sensitivity,reconstructed_sensitivity,c_vpd,c_sm,c_ta,n_years
CN-Dsh,38.83992,98.9406,1.2388075590133667,Humid regions,0.1261801621630715,0.083256559293648,-0.0290811624453991,0.1211646796216179,-0.0088269578825706,6
CN-Du2,42.0467,116.2836,0.4383864998817444,Drylands,-0.2532995889530934,-0.2411439272497309,-0.0337657827058968,-0.2100324868293128,0.0026543422854787,7
CN-Dzo,19.546,109.475,1.1933265924453735,Humid regions,0.0549580331708624,-0.0225819891923738,-0.0552371279747612,0.0321362977596457,0.0005188410227417,7
CN-Erg,50.1869,119.3889,0.4932807683944702,Drylands,-0.2437539190703622,-0.157452707406292,-0.2286878236842237,0.0464163904926684,0.0248187257852632,3
CN-GuT,34.35481,100.4872,1.3505192995071411,Humid regions,0.0914818743807625,-0.0005718736146165,-0.0034302456760141,0.0080814754732553,-0.0052231034118577,3
CN-Ha2,37.6086,101.3269,1.3518540859222412,Humid regions,0.1498033752314391,0.0526246129501225,0.1291737818282913,-0.0743298073880739,-0.0022193614900948,7
CN-HaM,37.607432,101.332,1.3518540859222412,Humid regions,0.1310906837041551,0.026328133334544,0.0338912171683248,-0.0068004714126129,-0.0007626124211678,10
CN-HeM,41.99029,101.13349,0.022493103519082,Drylands,0.1031180266899888,0.048081096238022,-0.0029222806335217,0.0435269535178779,0.0074764233536657,8
CN-Jzh,41.14806,121.20167,0.5249541997909546,Drylands,0.4836923562696463,0.0076810131314719,-0.0244750139947826,0.0325977758374353,-0.0004417487111807,5
CN-Lch,37.88936,114.69289,0.4538158476352691,Drylands,-0.0515962240485475,0.0060794887276562,-0.0247554767470115,-0.0008357316976748,0.0316706971723426,10
CN-Lsh,45.279839,127.578206,0.7860861420631409,Humid regions,-0.1535490178392392,-0.0979987693212993,-0.133972788679207,-0.0600815763958134,0.096055595753721,5
CN-Nmn,42.94611,120.72694,0.3945865035057068,Drylands,-0.1571443020941127,-0.0767656116131294,0.0124649489884037,-0.0787552474751762,-0.0104753131263569,5
CN-Sdq,42.00119,101.13741,0.0230804998427629,Drylands,0.0653634822289826,0.0658995005555284,-0.0023686343399151,0.0885987376606011,-0.0203306027651574,8
CN-Xi2,43.55444,116.6714,0.3200175166130066,Drylands,0.1329880752828761,0.0252410590234001,-0.0974633366528316,-0.0066946311147194,0.1293990267909513,7
CN-YaS,37.70877,107.22655,0.3133484721183777,Drylands,-0.0265541056521572,-0.1545398936467454,0.0058431246624143,-0.0010081755446851,-0.1593748427644746,8
CN-Yuc,36.8287,116.5701,0.5589944124221802,Drylands,-0.049883978906343,-0.0711506845438286,0.0067242676346785,-0.0777149265630895,-0.0001600256154176,9
CZ-BK1,49.50207615,18.53688247,1.6764647960662842,Humid regions,0.1278978857335332,0.0413909116816023,0.1214567540961727,-0.0696117580034794,-0.0104540844110909,13
CZ-BK2,49.49443,18.54285,1.6123956441879272,Humid regions,0.093389019470728,-0.137200930434387,-0.0042227744509217,-0.0041325660393279,-0.1288455899441373,5
CZ-KrP,49.573257,15.078773,0.8629040122032166,Humid regions,0.1426771207967278,-0.0269225507789754,-0.0018281745307556,0.0039692849103933,-0.0290636611586131,7
CZ-LnG,48.7042231,16.9262464,0.8118917346000671,Humid regions,-0.4341091509571763,-0.1261409920034675,-0.0227089044524251,-0.139711475627407,0.0362793880763646,4
CZ-Lnz,48.6815483,16.9463317,0.8402241468429565,Humid regions,0.1393390539502568,0.0569128144806334,0.0013793542044798,0.0818040651222488,-0.0262706048460952,8
CZ-RAJ,49.4437236,16.6965125,0.7599964141845703,Humid regions,-0.0173082871185544,-0.0086239210786776,0.000146014510165,0.0038359675540037,-0.0126059031428463,7
CZ-Stn,49.035975,17.9699,1.0378820896148682,Humid regions,0.0066270219953828,0.0446795033167058,0.0263078735155914,0.0011581136853024,0.0172135161158118,13
DE-Gri,50.950006,13.512533,1.1193565130233765,Humid regions,0.1048933516054478,-0.0219389888827706,-0.0045359843345978,-0.016132514226208,-0.0012704903219647,17
DE-GsB,52.029647,11.10478,0.7139983177185059,Humid regions,-0.3133002332616478,-0.1403703929719259,-0.0051605942911333,-0.0099660313846853,-0.1252437672961072,8
DE-Hai,51.079213,10.452168,1.1126593351364136,Humid regions,-0.0415098991768639,-0.0269543031084046,-0.0096542727414619,-0.0056056713394628,-0.0116943590274798,22
DE-HoH,52.08656,11.22235,0.707984209060669,Humid regions,-0.0464718597148994,-0.1215616561361042,-0.0388098452403843,0.0156012741939423,-0.0983530850896622,4
DE-Lkb,49.09961667,13.30466667,2.193013906478882,Humid regions,0.0087684940562934,0.1749991686325252,0.0097167059156231,-0.0010080396119708,0.1662905023288729,5
DE-Obe,50.7864,13.72168,1.2834662199020386,Humid regions,-0.0324522803299767,0.0722006143875637,0.0352322480033189,-0.0025195346933375,0.0394879010775823,14
DE-RuC,50.5031,6.336,1.6160539388656616,Humid regions,0.3148650881056622,0.1593100937847258,0.0420882269125957,0.0956483161117383,0.0215735507603917,10
DE-RuM,50.9297879,6.2969924,1.0368467569351196,Humid regions,-0.2246095371876405,-0.1121083898890835,-0.1418063222859961,-0.0007948249754291,0.0304927573723417,7
DE-RuR,50.6219142,6.3041256,1.435989499092102,Humid regions,-0.1736727337384757,-0.0950759076821528,0.0048175522584345,-0.0268947054265184,-0.0729987545140689,12
DE-RuS,50.86590702,6.447144704,0.9724510908126832,Humid regions,-0.1039068555725239,-0.084831886252369,-0.0821913490801408,-0.0038898605317543,0.0012493233595261,12
DE-RuW,50.5049268531233,6.33096247542595,1.6160539388656616,Humid regions,-0.0432492366737004,-0.0380794725739313,0.0067719566238603,-0.0965044754389472,0.0516530462411555,11
DE-Tha,50.962597,13.565333,1.1193565130233765,Humid regions,0.1237404608925449,0.1241516500429285,0.0200854877578303,0.0418341221219042,0.0622320401631939,5
DK-Sor,55.4858694,11.6446444,0.9693354964256288,Humid regions,-0.2293212743524035,-0.0991223573871436,-0.0141496031368725,-0.0373905452092923,-0.0475822090409786,14
ES-Abr,38.701839,-6.785881,0.3773729205131531,Drylands,0.2190151250221583,0.3369810972154428,0.0435266533484902,0.3576570327842455,-0.0642025889172929,6
ES-HeB,38.404749,-1.726215,0.2418231964111328,Drylands,-0.5886721781046189,-0.141675867400789,-0.0900910298699567,-0.0865689061981944,0.0349840686673621,4
ES-Hen,38.411088,-1.697534,0.2404129058122635,Drylands,0.2134030253088965,0.0556761136832882,-0.0492542249376182,0.0957536099687884,0.009176728652118,4
ES-LM1,39.94269,-5.778683,0.3829197585582733,Drylands,-0.3360795959690103,-0.0509287877442553,-0.0247925402390317,-0.0261799832818223,4.373577659877554e-05,9
ES-LM2,39.934592,-5.775881,0.3829197585582733,Drylands,-0.1280852779009365,-0.0289134451482699,0.0060022769452344,-0.0341740713940886,-0.0007416506994157,9
ES-LMa,39.94033,-5.77465,0.3829197585582733,Drylands,-0.2216165976638935,-0.0550681680620852,-0.0937686075895334,0.1245915407054372,-0.085891101177989,3
ES-Mcd,39.58819,-0.39969,0.3417325615882873,Drylands,-0.4604324138058364,-0.0638598241663106,0.0205949754197093,0.0211356548912861,-0.105590454477306,5
ES-Yst,38.338933584,-2.350605236,0.3294004499912262,Drylands,-0.1578331376271377,0.0936686998849489,-0.0156020745276785,0.1227295844210765,-0.0134588100084491,4
FI-Hyy,61.84741,24.29477,1.4338845014572144,Humid regions,-0.1608529136319568,-0.1307636552608138,-0.0313417786757584,-0.0191076754162919,-0.0803142011687633,10
FR-Aur,43.549649,1.106103,0.739372193813324,Humid regions,-0.1990396393733712,0.0836490949145867,0.0778479214032179,0.0056050757066361,0.0001960978047326,17
FR-Bil,44.493653,-0.956092,0.9703065156936646,Humid regions,-0.0026593150505079,-0.1279102772206956,0.0100897796745766,-0.14673906192137,0.0087390050260977,3
FR-CLt,45.0414,6.41053,2.5201528072357178,Humid regions,-0.1915131853135873,-0.1074951542944261,0.1734448051674686,-0.246699547669262,-0.0342404117926328,4
FR-EM2,49.8721083,3.02065,0.8880548477172852,Humid regions,-0.245051650774478,-0.0799602064876177,0.0112771174663885,0.0278565131324065,-0.1190938370864128,3
FR-Fon,48.476358,2.780096,0.7450621128082275,Humid regions,0.2631052642282581,0.140412686112252,0.0630398805001299,0.0268992836305494,0.0504735219815726,4
FR-Gri,48.84422,1.95191,0.776947021484375,Humid regions,-0.0052565138894306,0.0782596382063068,-0.0164114257608105,0.0942143841350779,0.0004566798320394,9
FR-LBr,44.71711,-0.7693,0.9523248076438904,Humid regions,-0.4456836981316354,-0.1612320807692734,0.0061954516103185,-0.1333378063451948,-0.0340897260343971,5
FR-Mau,43.385,1.29306,0.727221667766571,Humid regions,-0.126586494501094,-0.0825621095255438,-0.1922355287958054,0.0835774447907452,0.0260959744795163,6
FR-Mej,48.1184,-1.79635,0.914616048336029,Humid regions,-0.1522435370414918,0.0205272213087181,0.1667349113412831,-0.1730789822977827,0.0268712922652177,4
FR-Nzn,48.005812,-2.81721,1.199272632598877,Humid regions,-0.1222092919344308,-0.0220483951486212,0.0008573288684733,-0.0427681856612377,0.0198624616441431,7
IL-Yat,31.345044585655,35.0519885122776,0.1430244445800781,Drylands,-0.2225031456651739,0.0307698878167133,-0.0591937004941631,0.0873229038012012,0.0026406845096752,17
IT-BCi,40.52375,14.95744444,0.997965395450592,Humid regions,0.0562668763199574,0.1479221024332263,0.0525786237952297,0.1022150262176751,-0.0068715475796785,12
IT-CA1,42.38041111,12.02656111,0.2853150069713592,Drylands,-0.4133064064771051,-0.1268874270430378,0.0034649545147886,-0.0902012165808743,-0.0401511649769522,4
IT-CA2,42.37721944,12.02603889,0.2853150069713592,Drylands,-0.4714590755826605,-0.1888472102636312,-0.1987412891838093,-0.0202012850608047,0.0300953639809828,3
IT-Lav,45.9562,11.28132,0.8451336622238159,Humid regions,-0.1699676326966733,-0.0918549947564092,-4.332327314746989e-05,-0.0048608791430438,-0.0869507923402178,14
IT-Lsn,45.740481,12.750297,1.2002094984054563,Humid regions,-0.0151413413815876,0.0016646851867334,0.0580430407619855,-0.0286672616699536,-0.0277110939052984,7
IT-NiG,45.519191,7.171434,2.6013448238372803,Humid regions,-0.3994520210966173,-0.0928565816359504,0.0392748883681644,-0.1421879947190151,0.0100565247149002,3
IT-Ren,46.58686,11.43369,1.0212855339050293,Humid regions,-0.0655385340769718,0.0531501023419706,0.0264748437490288,0.026257219881328,0.0004180387116138,14
IT-Tor,45.84444,7.578055,2.084383249282837,Humid regions,0.1850006259962603,0.0739952974581736,0.0176875947361892,-0.0469046283578886,0.103212331079873,15
JP-BBY,43.32296,141.81079,1.9142320156097408,Humid regions,0.1243424911322451,0.0625073618830646,-0.0149426410337481,0.0025080208169936,0.0749419820998191,6
JP-Fhk,35.4435557694444,138.764693061111,2.162313461303711,Humid regions,-0.0628911354836104,0.0197893799706161,0.0084480627844841,0.0098900292940254,0.0014512878921065,16
JP-Fjy,35.45454,138.76225,2.162313461303711,Humid regions,-0.1801145460088158,-0.128947679965968,-0.0071989241127693,0.0009201170186512,-0.12266887287185,13
JP-MBF,44.38406111,142.318625,1.931381702423096,Humid regions,0.2861004581816908,0.0311085069242357,0.0008854232954816,0.0424405003063522,-0.0122174166775982,8
JP-MMF,44.32188333,142.2615194,2.157975912094116,Humid regions,0.395264219993128,0.1970729972391274,-0.0013245969116469,0.2038692572043601,-0.0054716630535857,7
JP-SMF,35.261528,137.07875,2.0256593227386475,Humid regions,0.0931379497044512,0.1158187481091623,0.1615654657290064,-0.0420033010528242,-0.0037434165670198,11
JP-Sb1,45.10470239,141.6879759,1.973089575767517,Humid regions,-0.0138108746035993,-0.0175563212743774,0.0760324251765147,-0.0066908917454954,-0.0868978547053968,4
JP-Sb2,45.10338847,141.6808085,1.973089575767517,Humid regions,0.1892370006141493,0.1731138718080548,0.1532220117693274,-0.0894925018669162,0.1093843619056436,4
JP-Spp,42.986843,141.385331,2.075724601745605,Humid regions,0.1383415051590337,-0.0031028459837664,-0.0061877615922891,-0.0024317248791178,0.0055166404876405,18
JP-Tef,45.055808,142.107122,2.0488531589508057,Humid regions,0.0472401512530969,-0.0543283992313507,-0.0014443751613613,-0.0239713144116659,-0.0289127096583233,4
JP-Tmd,42.735911,141.523147,1.9673216342926023,Humid regions,0.0566604483198148,0.0266657626611324,0.0340473385915168,-0.0047378847197962,-0.002643691210588,18
JP-Tmk,42.73930556,141.5148278,1.9673216342926023,Humid regions,0.4285999045171621,0.1493685200193782,-0.0327566837972817,-0.0208271348977477,0.2029523387144078,3
JP-Yms,34.790278,135.840939,1.5229787826538086,Humid regions,0.1663283456287296,0.0045614604372779,0.0287447350013167,-0.0775523903025084,0.0533691157384697,7
JP-Ynf,26.751,128.212667,1.6157110929489136,Humid regions,0.2381144640752877,-0.0644699976992725,-0.0175067399816328,-0.0457127434263026,-0.001250514291337,7
KE-Kpt,-1.614186645,37.1331100499999,0.4132494628429413,Drylands,-0.346230757027254,-0.2060124702511018,-0.0855126643349677,-0.0030655755734885,-0.1174342303426455,4
KR-CRK,38.2013,127.2497,1.7588173151016235,Humid regions,0.1831061545728241,-0.0408808159215077,0.0065461378791888,-0.0342768408311575,-0.013150112969539,7
KR-CmF,37.1599,127.65365,1.69762122631073,Humid regions,-0.0025985017205642,0.0308343252810993,0.1089857408189836,-0.0486478212200042,-0.02950359431788,3
KR-GmR,35.74862,126.86432,1.2932263612747192,Humid regions,0.7483781446153264,0.5302206930845917,0.0550980014885138,-0.0411809742136881,0.516303665809766,3
KR-HcM,37.61938,127.84571,1.749952793121338,Humid regions,-0.0956457294411825,0.0436017493865176,0.0275917465258327,0.0109200854775658,0.005089917383119,4
KR-Hnm,34.5538,126.56992,1.329272985458374,Humid regions,0.1517181759310273,0.1325707136336408,0.1634001089232067,-0.0831187844181512,0.0522893891285853,3
KR-JjM,33.31798,126.56772,2.5186331272125244,Humid regions,0.0372197263518864,0.0181857687364923,0.081888322683895,-0.0777076950209402,0.0140051410735376,4
KR-Kw1,37.74843,127.16261,1.7194068431854248,Humid regions,-0.1186835563712379,-0.2288209353200729,-0.0187608910440888,0.0187537469695007,-0.2288137912454848,3
KR-Kw2,37.74869,127.14888,1.7194068431854248,Humid regions,0.1769113576206915,0.0041733797982394,0.0241202840218766,-0.0056942420570155,-0.0142526621666216,5
KR-PcD,37.48184,128.51603,1.8766635656356807,Humid regions,0.1206700439678184,0.0831391369351983,0.0047438415369029,0.0903491821402784,-0.011953886741983,4
KR-ScC,37.22141,129.29863,1.58109712600708,Humid regions,0.1726690977124151,0.1779505554689319,0.115721685988308,0.0668367309203379,-0.0046078614397139,4
KR-UAO,36.41682,128.79904,1.4583961963653564,Humid regions,0.1774823392556026,0.0208370295020083,-0.0589518546059919,0.0186906427265308,0.0610982413814694,3
KR-WdE,34.35956,126.67779,1.423769474029541,Humid regions,0.301520270147574,0.1469448921744917,0.1620284005155786,-0.0657343879921212,0.0506508796510342,4
MN-Hst,47.592931,105.854973,0.2428890913724899,Drylands,0.18568618739163,0.0861688903001555,0.3965051249199042,0.0219377452396388,-0.3322739798593875,5
MN-Kbu,47.213972,108.737333,0.2622314095497131,Drylands,0.3979757798687038,0.1705629364004012,0.2329148259419318,-0.0276531620448863,-0.0346987274966442,6
MN-Nkh,47.693592,107.489342,0.3533863425254822,Drylands,-0.0162666273661284,0.1149035236144866,0.0657504407988606,0.0514023017183568,-0.0022492189027307,5
MX-Aog,26.9968,-108.7892,0.3937418162822723,Drylands,-0.5322697350737592,-0.0415586879105113,-0.0036554434851905,-0.0767273637180479,0.0388241192927271,3
NL-Loo,52.16644722,5.74355,1.2737122774124146,Humid regions,0.0267719040256748,0.0283664383502868,0.0293602458198365,0.005743670079987,-0.0067374775495367,22
NL-Vkp,51.980934,5.618825,1.192026138305664,Humid regions,0.0627098977297454,-0.0258559403570413,-0.0297250720353553,0.0038015267003582,6.760497795571902e-05,9
NZ-ADd,-43.64405,172.35465,0.6675897836685181,Humid regions,-0.4798373479380896,-0.1432903577286823,0.0029711583342266,-0.1328389263713612,-0.0134225896915478,5
NZ-ADw,-43.64935,172.34952,0.6675897836685181,Humid regions,0.082499953420379,0.0140848637054567,0.0034670355211697,0.0131830020170439,-0.0025651738327568,8
RU-Ege,60.01551563,133.82401228,0.7346871495246887,Humid regions,0.1087305385770016,-0.0634411088274938,0.0955474902286669,-0.0169035567397209,-0.1420850423164398,4
RU-Fy2,56.447603,32.901878,1.309783101081848,Humid regions,-0.2137537140205978,-0.1780004159587624,0.0095969137706302,-0.0252095877109707,-0.1623877420184219,8
RU-Fy3,56.4435,33.0478,1.3081737756729126,Humid regions,-0.274108900807512,-0.1848779416519894,0.0594711610081189,0.0122057681780806,-0.256554870838189,3
RU-Fyo,56.4615278,32.9220833,1.309783101081848,Humid regions,-0.1105239357247637,-0.2245322024327934,-0.0110248107252872,0.0026950908582561,-0.2162024825657623,17
RU-NeC,62.314844,129.500075,0.5501344799995422,Drylands,0.0175302692953237,-0.0342247651008844,-0.0025455533235308,-0.0536118955014257,0.0219326837240721,6
RU-NeF,62.315615,129.499964,0.5525503158569336,Drylands,0.1424578627125992,0.1002704763628807,0.1837408624029751,-0.0633334752891894,-0.0201369107509048,6
SE-Nor,60.08649722,17.47950278,1.1166584491729736,Humid regions,0.0097910142118802,-0.0072300317654752,-0.0070468191486736,-0.0342060187548778,0.0340228061380762,5
SE-Svb,64.25611,19.7745,1.571058750152588,Humid regions,-0.4146641039354689,-0.2901667029991904,-0.0896025154242337,0.0254329195531145,-0.2259971071280712,4
SN-Nkr,14.49581,-16.45357,0.3178175389766693,Drylands,-0.0617603172660637,-0.0879329523593098,0.0615827614770069,-0.1053912021758412,-0.0441245116604754,5
US-ABa,27.1301,-81.2011,0.9374468326568604,Humid regions,-0.3558538487940051,-0.0499321681529817,-0.1183432637368977,0.0152579574970464,0.0531531380868695,3
US-ABc,27.1633,-81.1873,0.9136796593666076,Humid regions,0.4566850311923863,0.0658672013902941,0.0090030039681351,0.0291578648726568,0.0277063325495021,3
US-ABd,27.1699,-81.2152,0.9374468326568604,Humid regions,-0.5151034437111109,-0.0988458760661211,0.0716926966509271,-0.1405307405422228,-0.0300078321748255,3
US-AR1,36.4267,-99.42,0.3584407866001129,Drylands,-0.3757656823510083,-0.1259024140223236,-0.0168227930804998,-0.0288047835326577,-0.0802748374091659,4
US-AR2,36.6358,-99.5975,0.3670928478240967,Drylands,-0.4086412127796349,-0.090084635998655,-0.0197938148471222,-0.0559202046747504,-0.0143706164767823,4
US-ARM,36.6058,-97.4888,0.5984489321708679,Drylands,-0.3056177922161471,-0.1590321026602336,-0.0329389301589982,-0.0972718133349128,-0.0288213591663225,17
US-Aud,31.5907,-110.5104,0.2743543684482574,Drylands,-0.2067469994781614,-0.1542737792711695,-0.1499817824337219,-0.0271006259610337,0.0228086291235861,19
US-Bi1,38.0992,-121.4993,0.2581144869327545,Drylands,-0.5223163720060499,-0.332936021038907,-0.01304009833719,-0.2762220531661702,-0.0436738695355466,7
US-CMW,31.6637,-110.1777,0.1846687942743301,Drylands,-1.0941806548695074,-0.8841154224020349,-0.1585860400978473,-0.7440970012662541,0.0185676189620666,3
US-CRT,41.6285,-83.3471,1.0224714279174805,Humid regions,0.2521070509985794,0.3120939281451789,0.004992441764487,0.3225170944751157,-0.0154156080944237,3
US-CdM,37.5241,-109.7471,0.2456379830837249,Drylands,-0.1047014511985256,-0.127549546992606,0.1775501278457781,-0.1906989427119635,-0.1144007321264206,4
US-ChR,35.9311,-84.3324,1.2876479625701904,Humid regions,-0.12974944759431,-0.0493959251658665,-0.0461263267671651,0.0034920145018578,-0.0067616129005592,13
US-Cst,33.0442,-91.9204,1.1639970541000366,Humid regions,-0.3795582730183852,-0.2741742983607234,-0.0555564185349397,0.000836280039149,-0.2194541598649327,5
US-Dk1,35.9712,-79.0934,1.0633058547973633,Humid regions,-0.3681246188928478,-0.2799179358955718,0.0074952054839197,-0.2392576925256381,-0.0481554488538534,4
US-Dk2,35.9736,-79.1004,1.0623000860214231,Humid regions,-0.4241519173484403,-0.2873233713077751,-0.1256163967454517,-0.0833249543679792,-0.0783820201943442,5
